class,subclass,resource,fips,county,state_name,usdaregion,"County Square Miles",model_name,scenario_name,price_offered,production,production_unit,btu_ton,production_energy_content,energy_content_unit,production_density_dtpersqmi,landsource
"agriculture land","Energy crops, woody",Poplar,55095,"Polk County",Wisconsin,"Lake States",956.41,POLYSYS,"mature-market high",70,811.00,dt,16904000,13709144000,BTU,0.85,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55133,"Waukesha County",Wisconsin,"Lake States",580.54,"NASS 2017 Census","mature-market low",40,22.90,dt,17368000,397727200,BTU,0.04,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,emerging,400,27965.83,dt,23288300,651276638789,BTU,35.13,Crop
"agriculture land","Energy crops, woody",Willow,55135,"Waupaca County",Wisconsin,"Lake States",765.17,POLYSYS,"mature-market medium",70,5901.00,dt,17296000,102063696000,BTU,7.71,Pasture
"agriculture land","Energy crops, woody",Willow,55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,"mature-market medium",70,424.00,dt,17296000,7333504000,BTU,0.48,Pasture
"agriculture land","Agricultural residues","Corn stover",55001,"Adams County",Wisconsin,"Lake States",687.48,POLYSYS,emerging,70,14183.00,dt,15722000,222985126000,BTU,20.63,Crop
"agriculture land","Energy crops, woody",Poplar,55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,"mature-market medium",70,324.00,dt,16904000,5476896000,BTU,0.67,Pasture
"agriculture land","Energy crops, woody",Willow,55003,"Ashland County",Wisconsin,"Lake States",1054.13,POLYSYS,emerging,70,2385.00,dt,17296000,41250960000,BTU,2.26,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55015,"Calumet County",Wisconsin,"Lake States",397.08,"NASS 2017 Census",emerging,40,47.60,dt,17368000,826716800,BTU,0.12,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55055,"Jefferson County",Wisconsin,"Lake States",582.74,"NASS 2017 Census",emerging,40,9.40,dt,17368000,163259200,BTU,0.02,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55029,"Door County",Wisconsin,"Lake States",487.56,"NASS 2017 Census","mature-market low",40,31.30,dt,17368000,543618400,BTU,0.06,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55075,"Marinette County",Wisconsin,"Lake States",1429.25,POLYSYS,"mature-market low",400,5522.47,dt,23288300,128608938101,BTU,3.86,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55097,"Portage County",Wisconsin,"Lake States",822.82,"NASS 2017 Census",near-term,40,83.40,dt,17368000,1448491200,BTU,0.10,Crop
"agriculture land","Agricultural residues","Wheat straw",55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55031,"Douglas County",Wisconsin,"Lake States",1332.11,"NASS 2017 Census","mature-market high",40,37.20,dt,17368000,646089600,BTU,0.03,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55009,"Brown County",Wisconsin,"Lake States",531.24,POLYSYS,"mature-market low",70,20148.00,dt,16660000,335665680000,BTU,37.93,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55101,"Racine County",Wisconsin,"Lake States",340.39,POLYSYS,"mature-market medium",400,10200.64,dt,23288300,237555564512,BTU,29.97,Crop
"agriculture land","Energy crops, woody",Willow,55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,"mature-market medium",70,1140.00,dt,17296000,19717440000,BTU,1.48,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55073,"Marathon County",Wisconsin,"Lake States",1576.33,POLYSYS,emerging,70,114833.00,dt,16660000,1913117780000,BTU,72.85,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market low",70,116967.00,dt,16660000,1948670220000,BTU,95.98,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55115,"Shawano County",Wisconsin,"Lake States",909.4,POLYSYS,"mature-market high",400,15786.75,dt,23288300,367646570025,BTU,17.36,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55025,"Dane County",Wisconsin,"Lake States",1237.5,"NASS 2017 Census",emerging,40,428.40,dt,17368000,7440451200,BTU,0.35,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55035,"Eau Claire County",Wisconsin,"Lake States",645.2,"NASS 2017 Census","mature-market low",40,80.50,dt,17368000,1398124000,BTU,0.12,Crop
"agriculture land","Agricultural residues","Corn stover",55075,"Marinette County",Wisconsin,"Lake States",1429.25,POLYSYS,"mature-market high",70,0.00,dt,15722000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55045,"Green County",Wisconsin,"Lake States",584.55,POLYSYS,"mature-market medium",70,8456.00,dt,17296000,146254976000,BTU,14.47,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55119,"Taylor County",Wisconsin,"Lake States",984.56,"NASS 2017 Census","mature-market high",40,7.00,dt,17368000,121576000,BTU,0.01,Crop
"agriculture land","Energy crops, woody",Willow,55075,"Marinette County",Wisconsin,"Lake States",1429.25,POLYSYS,"mature-market high",70,14926.00,dt,17296000,258160096000,BTU,10.44,Crop
"agriculture land","Agricultural residues","Corn stover",55069,"Lincoln County",Wisconsin,"Lake States",906.79,POLYSYS,"mature-market high",70,12032.00,dt,15722000,189167104000,BTU,13.27,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55139,"Winnebago County",Wisconsin,"Lake States",578.57,"NASS 2017 Census","mature-market high",40,42.60,dt,17368000,739876800,BTU,0.07,Crop
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55003,"Ashland County",Wisconsin,"Lake States",1054.13,"NASS 2017 Census","mature-market high",40,1.30,dt,17368000,22578400,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55095,"Polk County",Wisconsin,"Lake States",956.41,"NASS 2017 Census",emerging,40,15.60,dt,17368000,270940800,BTU,0.02,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,"mature-market medium",70,33529.00,dt,16660000,558593140000,BTU,41.43,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55025,"Dane County",Wisconsin,"Lake States",1237.5,"NASS 2017 Census","mature-market low",40,134.00,dt,17368000,2327312000,BTU,0.11,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55041,"Forest County",Wisconsin,"Lake States",1046.52,POLYSYS,"mature-market high",70,13551.00,dt,16660000,225759660000,BTU,12.95,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55057,"Juneau County",Wisconsin,"Lake States",805.17,"NASS 2017 Census","mature-market medium",40,2948.40,dt,17368000,51207811200,BTU,3.66,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,emerging,70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55021,"Columbia County",Wisconsin,"Lake States",795.99,"NASS 2017 Census",emerging,40,76.60,dt,17368000,1330388800,BTU,0.10,Crop
"agriculture land","Agricultural residues","Wheat straw",55129,"Washburn County",Wisconsin,"Lake States",853.32,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55119,"Taylor County",Wisconsin,"Lake States",984.56,POLYSYS,emerging,70,956.00,dt,17296000,16534976000,BTU,0.97,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,"mature-market low",70,11048.00,dt,16660000,184059680000,BTU,22.66,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55073,"Marathon County",Wisconsin,"Lake States",1576.33,"NASS 2017 Census","mature-market medium",40,48.90,dt,17368000,849295200,BTU,0.03,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55093,"Pierce County",Wisconsin,"Lake States",592.73,"NASS 2017 Census","mature-market low",40,151.10,dt,17368000,2624304800,BTU,0.25,Crop
"agriculture land","Agricultural residues","Wheat straw",55029,"Door County",Wisconsin,"Lake States",487.56,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55117,"Sheboygan County",Wisconsin,"Lake States",517.64,"NASS 2017 Census",near-term,40,2.60,dt,17368000,45156800,BTU,0.01,Crop
"agriculture land","Energy crops, woody",Poplar,55031,"Douglas County",Wisconsin,"Lake States",1332.11,POLYSYS,"mature-market low",70,57.00,dt,16904000,963528000,BTU,0.04,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55127,"Walworth County",Wisconsin,"Lake States",576.6,"NASS 2017 Census",emerging,40,272.70,dt,17368000,4736253600,BTU,0.47,Crop
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55047,"Green Lake County",Wisconsin,"Lake States",380.13,"NASS 2017 Census","mature-market medium",40,7.80,dt,17368000,135470400,BTU,0.02,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55039,"Fond du Lac County",Wisconsin,"Lake States",765.84,"NASS 2017 Census","mature-market low",40,85.90,dt,17368000,1491911200,BTU,0.11,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55049,"Iowa County",Wisconsin,"Lake States",768.05,"NASS 2017 Census",emerging,40,167.10,dt,17368000,2902192800,BTU,0.22,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55141,"Wood County",Wisconsin,"Lake States",809.25,POLYSYS,"mature-market high",400,10974.11,dt,23288300,255568365913,BTU,13.56,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,emerging,70,8230.00,dt,16660000,137111800000,BTU,9.06,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55103,"Richland County",Wisconsin,"Lake States",589.3,"NASS 2017 Census","mature-market low",40,388.40,dt,17368000,6745731200,BTU,0.66,Crop
"agriculture land","Energy crops, woody",Willow,55131,"Washington County",Wisconsin,"Lake States",435.66,POLYSYS,"mature-market medium",70,766.00,dt,17296000,13248736000,BTU,1.76,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55059,"Kenosha County",Wisconsin,"Lake States",278.42,POLYSYS,emerging,400,8225.37,dt,23288300,191554884171,BTU,29.54,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55035,"Eau Claire County",Wisconsin,"Lake States",645.2,"NASS 2017 Census","mature-market low",40,52.00,dt,17368000,903136000,BTU,0.08,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55037,"Florence County",Wisconsin,"Lake States",497.43,"NASS 2017 Census","mature-market low",40,18.60,dt,17368000,323044800,BTU,0.04,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55017,"Chippewa County",Wisconsin,"Lake States",1041.27,"NASS 2017 Census","mature-market low",40,296.00,dt,17368000,5140928000,BTU,0.28,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55089,"Ozaukee County",Wisconsin,"Lake States",235.28,"NASS 2017 Census","mature-market low",40,276.00,dt,17368000,4793568000,BTU,1.17,Crop
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55123,"Vernon County",Wisconsin,"Lake States",816.38,"NASS 2017 Census","mature-market high",40,4.60,dt,17368000,79892800,BTU,0.01,Crop
"agriculture land","Agricultural residues","Corn stover",55081,"Monroe County",Wisconsin,"Lake States",908.08,POLYSYS,near-term,70,57409.00,dt,15722000,902584298000,BTU,63.22,Crop
"agriculture land","Agricultural residues","Wheat straw",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55141,"Wood County",Wisconsin,"Lake States",809.25,"NASS 2017 Census",near-term,40,6473.00,dt,17368000,112423064000,BTU,8.00,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55093,"Pierce County",Wisconsin,"Lake States",592.73,POLYSYS,"mature-market low",400,19649.29,dt,23288300,457598560307,BTU,33.15,Crop
"agriculture land","Energy crops, woody",Poplar,55063,"La Crosse County",Wisconsin,"Lake States",480.05,POLYSYS,emerging,70,399.00,dt,16904000,6744696000,BTU,0.83,Pasture
"agriculture land","Energy crops, woody",Willow,55005,"Barron County",Wisconsin,"Lake States",889.76,POLYSYS,"mature-market low",70,1419.00,dt,17296000,24543024000,BTU,1.59,Pasture
"agriculture land","Energy crops, herbaceous",Miscanthus,55019,"Clark County",Wisconsin,"Lake States",1218.67,POLYSYS,"mature-market high",70,111037.00,dt,16660000,1849876420000,BTU,91.11,Pasture
"agriculture land","Agricultural residues","Wheat straw",55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,emerging,70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55009,"Brown County",Wisconsin,"Lake States",531.24,"NASS 2017 Census","mature-market high",40,63.40,dt,17368000,1101131200,BTU,0.12,Crop
"agriculture land","Energy crops, woody",Willow,55055,"Jefferson County",Wisconsin,"Lake States",582.74,POLYSYS,"mature-market medium",70,3418.00,dt,17296000,59117728000,BTU,5.87,Pasture
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55123,"Vernon County",Wisconsin,"Lake States",816.38,"NASS 2017 Census",near-term,40,4.60,dt,17368000,79892800,BTU,0.01,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55021,"Columbia County",Wisconsin,"Lake States",795.99,POLYSYS,"mature-market medium",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Wheat straw",55077,"Marquette County",Wisconsin,"Lake States",464.47,POLYSYS,"mature-market high",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Willow,55103,"Richland County",Wisconsin,"Lake States",589.3,POLYSYS,"mature-market high",70,16276.00,dt,17296000,281509696000,BTU,27.62,Crop
"agriculture land","Energy crops, woody",Willow,55017,"Chippewa County",Wisconsin,"Lake States",1041.27,POLYSYS,"mature-market high",70,11157.00,dt,17296000,192971472000,BTU,10.71,Pasture
"agriculture land","Energy crops, woody",Willow,55023,"Crawford County",Wisconsin,"Lake States",599.21,POLYSYS,"mature-market medium",70,2172.00,dt,17296000,37566912000,BTU,3.62,Pasture
"agriculture land","Energy crops, woody",Willow,55047,"Green Lake County",Wisconsin,"Lake States",380.13,POLYSYS,emerging,70,2547.00,dt,17296000,44052912000,BTU,6.70,Pasture
"agriculture land","Agricultural residues","Corn stover",55025,"Dane County",Wisconsin,"Lake States",1237.5,POLYSYS,"mature-market medium",70,584205.00,dt,15722000,9184871010000,BTU,472.08,Crop
"agriculture land","Intermediate oilseeds",Pennycress,55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,"mature-market low",400,29705.65,dt,23288300,691794088895,BTU,46.81,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55065,"Lafayette County",Wisconsin,"Lake States",634.57,"NASS 2017 Census",emerging,40,11.60,dt,17368000,201468800,BTU,0.02,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market medium",70,10999.00,dt,16660000,183243340000,BTU,19.01,Pasture
"agriculture land","Agricultural residues","Oats straw",55139,"Winnebago County",Wisconsin,"Lake States",578.57,POLYSYS,"mature-market low",70,0.00,dt,14892000,0,BTU,0.00,Crop
"agriculture land","Energy crops, woody",Poplar,55097,"Portage County",Wisconsin,"Lake States",822.82,POLYSYS,"mature-market medium",70,127.00,dt,16904000,2146808000,BTU,0.15,Pasture
"agriculture land","Agricultural residues","Pruning residues, tree nuts",55033,"Dunn County",Wisconsin,"Lake States",863.89,"NASS 2017 Census","mature-market low",40,3.90,dt,17368000,67735200,BTU,0.00,Crop
"agriculture land","Energy crops, herbaceous",Switchgrass,55013,"Burnett County",Wisconsin,"Lake States",880.22,POLYSYS,"mature-market low",70,0.00,dt,16424000,0,BTU,0.00,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55073,"Marathon County",Wisconsin,"Lake States",1576.33,"NASS 2017 Census",near-term,40,48.90,dt,17368000,849295200,BTU,0.03,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55037,"Florence County",Wisconsin,"Lake States",497.43,"NASS 2017 Census",near-term,40,18.60,dt,17368000,323044800,BTU,0.04,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55025,"Dane County",Wisconsin,"Lake States",1237.5,"NASS 2017 Census","mature-market high",40,428.40,dt,17368000,7440451200,BTU,0.35,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55103,"Richland County",Wisconsin,"Lake States",589.3,"NASS 2017 Census",near-term,40,388.40,dt,17368000,6745731200,BTU,0.66,Crop
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55055,"Jefferson County",Wisconsin,"Lake States",582.74,"NASS 2017 Census","mature-market medium",40,64.80,dt,17368000,1125446400,BTU,0.11,Crop
"agriculture land","Energy crops, herbaceous",Miscanthus,55105,"Rock County",Wisconsin,"Lake States",726.16,POLYSYS,"mature-market high",70,30052.00,dt,16660000,500666320000,BTU,41.38,Pasture
"agriculture land","Agricultural residues","Pruning residues, noncitrus",55077,"Marquette County",Wisconsin,"Lake States",464.47,"NASS 2017 Census",emerging,40,41.50,dt,17368000,720772000,BTU,0.09,Crop
"agriculture land","Agricultural residues","Corn stover",55111,"Sauk County",Wisconsin,"Lake States",849.19,POLYSYS,"mature-market low",70,65932.00,dt,15722000,1036582904000,BTU,77.64,Crop
"agriculture land","Energy crops, woody",Willow,55049,"Iowa County",Wisconsin,"Lake States",768.05,POLYSYS,"mature-market low",70,1166.00,dt,17296000,20167136000,BTU,1.52,Pasture
"agriculture land","Intermediate oilseeds",Pennycress,55065,"Lafayette County",Wisconsin,"Lake States",634.57,POLYSYS,emerging,400,29705.65,dt,23288300,691794088895,BTU,46.81,Crop
